Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap
Xenon,974,,XNN,0.0015,0.00000045,-0.44,6.40,6.16,3.76,-21.54,-27.27,-27.45,-63.31
Bitcoin Scrypt,936,,BTCS,0.0330,0.00000417,-0.11,10.86,32.94,337.47,340.55,196.74,188.31,75.38
Citadel,1407,,CTL,0.0036,0.00000045,-0.13,-30.57,-33.40,-43.63,-56.45,-56.16,-86.51,
Livepeer,1696,,LPT,8.38,0.00105765,8.94,3.89,2.12,353.54,183.95,23.01,,
Uniform Fiscal Object,779,,UFO,0.0003,0.00000004,-0.24,22.54,6.69,85.49,65.10,55.83,21.43,-15.76
BUMO,1687,,BU,0.0332,0.00000420,-0.12,0.34,9.55,-14.59,-35.41,-59.51,-86.08,
INO COIN,181,,INO,1.03,0.00013052,-0.11,-7.70,7.71,452.12,418.87,438.82,193.57,
Acute Angle Cloud,578,,AAC,0.0111,0.00000140,-1.20,21.44,131.75,284.71,258.58,294.02,38.78,-62.97
GravityCoin,1038,,GXX,0.1744,0.00002202,4.61,-8.60,8.30,-31.78,-44.90,-61.65,-75.43,-95.58
CoinToGo,1569,,2GO,0.0002,0.00000003,-0.12,-26.59,-22.36,-99.28,-99.05,-99.67,-99.96,
LiteBitcoin,1550,,LBTC,0.0002,0.00000002,0.00,0.97,0.97,151.20,-9.17,-51.88,-60.05,-69.88
Patientory,728,,PTOY,0.0210,0.00000265,-0.13,-5.15,4.34,37.37,32.22,19.27,-44.79,-69.33
Blue Protocol,776,,BLUE,0.0330,0.00000416,-0.54,6.51,84.38,47.63,49.94,43.87,-19.01,-62.35
Fabric Token,1180,,FT,0.0069,0.00000087,-0.23,8.53,32.98,196.99,5.68,-28.58,-52.64,-84.63
Menlo One,1205,,ONE,0.0005,0.00000006,-0.25,-31.20,122.37,-30.65,9.37,-73.51,-93.98,
Blocklancer,1163,,LNC,0.0015,0.00000019,-0.18,-3.24,60.13,-9.65,-56.66,-18.65,-34.40,-72.36
Fastcoin,1310,,FST,0.0005,0.00000015,0.00,0.00000000,0.00,0.00,-14.47,-35.33,-52.76,-77.37
COMSA [ETH],1676,,CMS,0.0954,0.00001205,2.06,5.67,21.62,132.36,80.86,52.02,19.69,-55.07
StockChain,1677,,SCC,0.0011,0.00000014,0.50,-4.08,15.14,26.22,-11.09,-26.96,-57.67,-74.81
Soma,907,,SCT,0.0768,0.00000970,-0.20,22.87,30.49,231.50,97.40,81.63,-16.62,-8.76
Bankera,1675,,BNK,0.0021,0.00000026,-0.82,0.66,3.62,-6.67,-47.23,-52.88,-66.46,-57.54
Novacoin,675,,NVC,0.7990,0.00010087,-0.21,-3.93,28.29,70.59,7.96,46.82,-84.56,
Joint Ventures,1236,,JOINT,0.0060,0.00000076,-1.26,12.27,50.95,709.90,583.89,530.63,112.73,
Consentium,1674,,CSM,0.6596,0.00008327,0.29,6.17,32.13,-79.56,-87.51,-86.52,-56.01,
Radium,470,,RADS,1.25,0.00015816,1.91,2.68,30.12,87.41,83.23,71.72,-3.54,-53.80
Bgogo Token,1672,,BGG,0.0012,0.00000015,-1.70,-3.57,-4.80,4.91,-25.12,-23.37,-80.96,
Game.com,329,,GTC,0.0121,0.00000153,0.15,-2.39,34.09,2.34,29.60,24.05,-26.08,-87.75
DIPNET,1673,,DPN,0.0006,0.00000008,3.64,-15.33,11.79,-9.69,-51.60,-62.44,-77.75,
Memetic,843,,MEME,0.0294,0.00000371,2.07,-2.59,-16.90,6.94,15.97,17.25,-40.66,-68.80
Bitether,1098,,BTR,0.0049,0.00000062,-0.12,-7.87,32.11,289.13,268.87,291.91,26.33,
FujiCoin,1253,,FJC,0.00005927,0.00000001,0.00,0.00000000,0.00,-41.04,-50.25,-50.63,-69.53,-89.53
CoinMeet,1678,,MEET,0.0081,0.00000102,0.30,-2.48,5.54,71.53,47.94,36.06,-59.61,-65.99
Usechain Token,1679,,USE,0.0013,0.00000016,1.71,2.94,11.42,20.66,26.18,-14.29,-26.30,
Giant,897,,GIC,0.1510,0.00001906,-0.80,12.90,-17.27,-35.39,-28.05,-38.07,-56.51,
Level Up Coin,1198,,LUC,0.0002,0.00000002,-0.12,-15.66,-44.99,-11.53,-38.91,-72.87,-86.70,-96.58
Civitas,1684,,CIV,0.0053,0.00000067,-0.12,-21.54,-30.91,-53.31,-52.78,-71.01,-94.96,
XRT Token,1685,,XRT,0.00001363,0.0000,-0.45,37.91,154.18,0.62,-57.92,-48.54,-93.17,
DATx,802,,DATX,0.0008,0.00000010,-1.90,-2.14,13.44,-5.72,-46.69,-52.86,-66.37,-92.49
Synereo,706,,AMP,0.0163,0.00000206,-0.31,-5.69,8.51,-11.69,-19.66,-16.04,-62.43,-88.19
Sharechain,1014,,SSS,0.0002,0.00000004,0.99,-5.23,-24.17,-0.20,-13.75,32.82,94.27,-83.01
MarteXcoin,1397,,MXT,0.0126,0.00000159,5.37,29.65,66.42,-62.00,-63.77,-64.80,-84.78,-93.28
Atheios,1327,,ATH,0.0042,0.00000053,-0.13,-3.74,24.55,75.74,30.79,2.14,-68.37,
Condominium,1044,,CDM,0.0002,0.00000007,15.89,4.40,-22.88,-16.19,-25.19,97.98,-66.35,
Desire,1388,,DSR,0.0059,0.00000075,1.22,-4.59,37.80,34.64,9.67,9.16,-59.36,-81.08
ShowHand,1295,,HAND,0.00000142,0.0000,-0.74,8.23,86.53,-24.87,-45.52,-52.94,-72.64,
NEVERDIE,1187,,NDC,0.0013,0.00000037,-0.44,8.40,2.67,-16.90,-35.52,40.56,-90.55,-93.28
Patron,964,,PAT,0.0019,0.00000024,-0.05,-0.45,7.47,-53.78,-77.42,-83.04,-90.34,-93.11
Internet of People,752,,IOP,0.0990,0.00001249,-0.89,-30.53,17.34,-16.64,-23.18,-17.11,-65.99,-87.20
Coinlancer,900,,CL,0.0091,0.00000115,48.83,101.23,163.68,169.28,90.13,174.84,92.68,-54.95
SIMDAQ,1175,,SMQ,0.0098,0.00000124,0.79,-3.17,2.32,25.33,-32.45,-45.49,-60.64,
Exosis,1266,,EXO,0.5225,0.00006596,-0.96,-25.38,-33.09,,,,,
WorldCoin,956,,WDC,0.0044,0.00000056,-0.11,-9.26,-1.38,6.09,6.09,6.09,-29.57,-41.48
Commercium,872,,CMM,0.0185,0.00000234,12.57,5.14,46.27,90.72,170.11,"1,023",473.19,
WinToken,1683,,WIN,0.0009,0.00000012,2.03,9.05,14.05,291.33,243.22,202.75,142.15,
Impleum,1271,,IMPL,0.0218,0.00000275,-0.12,0.61,15.98,-44.01,-42.88,,,
Crystal Token,1528,,CYL,0.0129,0.00000163,-27.67,-34.57,-15.22,-88.73,-89.99,-90.78,-90.68,
bitcoin2network,1349,,B2N,0.00004777,0.00000001,-13.30,-4.81,53.01,-16.78,-58.20,,,
Hi Mutual Society,642,,HMC,0.0052,0.00000065,1.75,-4.60,26.14,-20.82,-34.88,-35.93,-62.27,-74.50
Pedity,889,,PEDI,0.0006,0.00000007,-1.08,7.23,46.42,-27.59,-23.08,-24.63,-44.39,
Elliot Coin,1682,,ELLI,0.0013,0.00000016,0.29,21.12,-22.65,-40.98,-44.52,-46.15,-86.61,
Pandacoin,446,,PND,0.0002,0.00000002,-1.22,92.06,155.99,116.50,48.37,94.09,21.31,2.21
No BS Crypto,1301,,NOBS,0.00006832,0.00000001,-0.31,-5.63,8.39,-54.60,-58.25,-67.82,-82.67,-95.30
Karatgold Coin,1644,,KBC,0.0592,0.00000747,-1.02,27.07,46.28,129.50,192.46,196.48,359.50,407.00
ORS Group,1645,,ORS,0.0206,0.00000261,-0.08,-1.13,12.50,-48.85,-54.66,-55.91,-51.62,-56.03
WINCOIN,1681,,WC,0.0242,0.00000305,-0.13,-30.34,-33.72,-63.49,-76.20,-86.92,-82.93,-93.27
Bit-Z Token,286,,BZ,0.0991,0.00001251,-0.43,-0.74,5.23,40.72,12.40,9.76,-5.98,-58.16
Authorship,1437,,ATS,0.0003,0.00000004,0.00,0.00000000,0.00,-60.24,-60.76,-57.49,-88.49,-93.11
Endorsit,1608,,EDS,0.00006854,0.00000001,-0.05,14.55,40.19,115.58,65.34,61.19,-28.28,
Sapien,1132,,SPN,0.0011,0.00000013,-0.25,8.41,-10.61,-43.03,-55.73,-60.91,-77.28,
imbrex,1065,,REX,0.0351,0.00000443,0.05,-6.32,-39.98,3.09,56.86,34.73,-72.36,-83.44
Cazcoin,1330,,CAZ,0.0016,0.00000021,-0.12,-19.29,21.21,-61.10,-43.91,-62.02,-77.09,-91.58
Crypto Improvement Fund,1607,,CIF,0.0003,0.00000004,-0.12,289.20,34.28,75.28,55.52,10.96,-1.66,
Couchain,1609,,COU,0.00001804,0.0000,1.33,0.20,41.53,111.70,59.99,80.87,4.48,-79.08
Aeon,370,,AEON,0.4547,0.00005740,-0.10,4.71,7.64,57.19,57.61,39.90,-26.34,
MTC Mesh Network,827,,MTC,0.0031,0.00000039,0.96,12.57,-2.02,40.02,63.76,61.36,-25.07,
Agrolot,1501,,AGLT,0.0010,0.00000013,-0.23,-20.82,-66.80,-94.38,-94.97,-95.64,-98.68,
Espers,677,,ESP,0.00008089,0.00000001,-0.05,39.87,36.69,124.91,-0.51,99.57,-37.14,-61.41
WhaleCoin,1530,,WHL,0.0007,0.00000020,0.00,0.00000000,0.00,0.00,-78.86,-88.62,-94.66,-98.15
Dinero,1516,,DIN,0.0011,0.00000014,1.51,-12.98,-41.32,-46.53,-65.13,-70.86,-88.75,
HyperStake,1047,,HYP,0.0002,0.00000003,-0.13,-24.69,-16.35,26.19,21.07,-14.07,-57.93,-82.50
Regalcoin,1342,,REC,0.0048,0.00000061,0.97,-51.80,-51.80,-20.46,-25.12,-19.85,-62.33,-76.52
MNPCoin,1248,,MNP,0.0565,0.00000714,-0.68,-10.72,-27.75,-53.56,-62.85,-69.14,-83.00,
AudioCoin,1052,,ADC,0.0003,0.00000004,-0.13,-19.17,-10.11,30.81,102.07,-9.33,-50.08,-77.86
The Midas Touch Gold,1698,,TMTG,0.0025,0.00000031,-0.59,-2.00,-23.31,-40.17,-65.57,-70.37,-90.17,
HeartBout,947,,HB,0.0103,0.00000130,-1.28,-0.45,5.89,50.63,23.62,7.32,-49.33,
STRAKS,1125,,STAK,0.0097,0.00000122,-3.28,-7.39,0.87,-31.26,-56.81,-54.28,-77.80,-92.12
Webchain,1048,,WEB,0.0031,0.00000039,0.17,-24.59,10.81,169.10,7.79,2.98,-57.71,
PutinCoin,1090,,PUT,0.0004,0.00000005,0.56,-8.17,-5.20,104.29,84.39,26.31,89.01,-82.77
Rupaya,1317,,RUPX,0.0017,0.00000021,-0.13,5.02,5.98,-26.12,-55.27,-53.80,-82.28,-97.05
Ecobit,338,,ECOB,0.0198,0.00000249,-0.13,25.30,25.30,219.70,154.58,146.59,86.39,11.96
Repme,972,,RPM,0.00001306,0.0000,24.63,33.87,52.93,-24.71,4.52,8.10,-64.02,
dietbitcoin,1581,,DDX,0.0003,0.00000004,-0.25,9.03,56.18,-93.46,-96.54,-99.15,-99.22,
Digital Asset Exchange Token,1697,,DAXT,0.0022,0.00000028,-0.23,-5.16,31.66,-55.60,-73.26,-70.11,-80.25,
Noku,581,,NOKU,0.1161,0.00001466,-5.00,-10.87,13.80,21.31,391.31,113.95,-11.88,
CargoX,742,,CXO,0.0088,0.00000112,1.94,2.42,-8.87,-49.34,-59.39,-60.44,-68.32,-74.03
RefToken,960,,REF,0.5221,0.00006592,-0.23,14.31,34.72,-8.46,-35.27,-26.33,-48.00,-71.84
Ether Kingdoms Token,1392,,IMP,0.0144,0.00000181,-0.28,13.58,-21.15,-49.11,-49.18,-57.51,-52.07,
Unobtanium,136,,UNO,163.94,0.02069681,-0.06,-4.80,25.69,148.08,88.96,95.80,250.68,12.38
Project Coin,1423,,PRJ,0.0013,0.00000016,-1.27,-26.33,-33.57,-76.15,-88.78,-93.67,-99.76,
COMSA [XEM],1695,,CMS,0.0951,0.00001201,-0.04,4.84,22.41,134.98,69.86,52.65,24.20,-55.84
Xenon,974,,XNN,0.0015,0.00000045,-0.44,6.40,6.16,3.76,-21.54,-27.27,-27.45,-63.31
Bitcoin Scrypt,936,,BTCS,0.0330,0.00000417,-0.11,10.86,32.94,337.47,340.55,196.74,188.31,75.38
Citadel,1407,,CTL,0.0036,0.00000045,-0.13,-30.57,-33.40,-43.63,-56.45,-56.16,-86.51,
Livepeer,1696,,LPT,8.38,0.00105765,8.94,3.89,2.12,353.54,183.95,23.01,,
Uniform Fiscal Object,779,,UFO,0.0003,0.00000004,-0.24,22.54,6.69,85.49,65.10,55.83,21.43,-15.76
BUMO,1687,,BU,0.0332,0.00000420,-0.12,0.34,9.55,-14.59,-35.41,-59.51,-86.08,
INO COIN,181,,INO,1.03,0.00013052,-0.11,-7.70,7.71,452.12,418.87,438.82,193.57,
Acute Angle Cloud,578,,AAC,0.0111,0.00000140,-1.20,21.44,131.75,284.71,258.58,294.02,38.78,-62.97
GravityCoin,1038,,GXX,0.1744,0.00002202,4.61,-8.60,8.30,-31.78,-44.90,-61.65,-75.43,-95.58
CoinToGo,1569,,2GO,0.0002,0.00000003,-0.12,-26.59,-22.36,-99.28,-99.05,-99.67,-99.96,
LiteBitcoin,1550,,LBTC,0.0002,0.00000002,0.00,0.97,0.97,151.20,-9.17,-51.88,-60.05,-69.88
Patientory,728,,PTOY,0.0210,0.00000265,-0.13,-5.15,4.34,37.37,32.22,19.27,-44.79,-69.33
Blue Protocol,776,,BLUE,0.0330,0.00000416,-0.54,6.51,84.38,47.63,49.94,43.87,-19.01,-62.35
Fabric Token,1180,,FT,0.0069,0.00000087,-0.23,8.53,32.98,196.99,5.68,-28.58,-52.64,-84.63
Menlo One,1205,,ONE,0.0005,0.00000006,-0.25,-31.20,122.37,-30.65,9.37,-73.51,-93.98,
Blocklancer,1163,,LNC,0.0015,0.00000019,-0.18,-3.24,60.13,-9.65,-56.66,-18.65,-34.40,-72.36
